,screen_name,mk
13,gilagamliel,mksondos
14,zoharm7,mksondos
15,nirbarkat,mksondos
16,ahmad_tibi,mksondos
17,mkgilon,mksondos
18,sbyifat,mksondos
19,kelharrar,mksondos
20,yairlapid,mksondos
21,tamarzandberg,mksondos
22,ayodeh,mksondos
23,gabi_ashkenazi,mksondos
24,bogie_yaalon,mksondos
25,meravmichaeli,mksondos
26,orly_levy,mksondos
27,nitzanhorowitz,mksondos
28,naftalibennett,mksondos
29,ishmuli,mksondos
30,netanyahu,mksondos
31,avidichter,mksondos
32,yoazhendel1,mksondos
33,gantzbe,mksondos
34,ayelet__shaked,mksondos
35,avigdorliberman,mksondos
36,aidatuma,mksondos
37,mtanesshihadeh,mksondos
0,gadeermreeh,ysegalovitz
1,malkielim82,ysegalovitz
2,mkmickeylevy,ysegalovitz
3,ornabarb,ysegalovitz
4,avidareli,ysegalovitz
5,yakmargi,ysegalovitz
6,yuliedelstein,ysegalovitz
7,avidichter,ysegalovitz
8,meravmichaeli,ysegalovitz
9,asafzamir,ysegalovitz
10,yairgolan1,ysegalovitz
11,ayodeh,ysegalovitz
12,gantzbe,ysegalovitz
13,mkgilon,ysegalovitz
14,kelharrar,ysegalovitz
15,aidatuma,ysegalovitz
16,zoharm7,ysegalovitz
17,zvihauser,ysegalovitz
18,yoazhendel1,ysegalovitz
19,oded_forer,ysegalovitz
20,yoavkisch,ysegalovitz
21,ofirakunis,ysegalovitz
22,elicoh1,ysegalovitz
23,dudiamsalem,ysegalovitz
24,elazar_stern,ysegalovitz
25,gilagamliel,ysegalovitz
26,davidbitan,ysegalovitz
27,israel_katz,ysegalovitz
28,gabi_ashkenazi,ysegalovitz
29,pnina_tamano_sh,ysegalovitz
30,izhars7,ysegalovitz
31,mkorlyfroman,ysegalovitz
32,ishmuli,ysegalovitz
33,mikihaimovich1,ysegalovitz
34,bogie_yaalon,ysegalovitz
35,realrafiperets,ysegalovitz
36,ram_ben_barak,ysegalovitz
37,vladimirbeliak,ysegalovitz
38,nitzanhorowitz,ysegalovitz
39,tamarzandberg,ysegalovitz
40,regev_miri,ysegalovitz
41,ayelet__shaked,ysegalovitz
42,bezalelsm,ysegalovitz
43,avigdorliberman,ysegalovitz
44,naftalibennett,ysegalovitz
45,yairlapid,ysegalovitz
46,tehilafriedman,ysegalovitz
47,sbyifat,ysegalovitz
0,shitrit_keti,evgenysova
1,yoazhendel1,evgenysova
2,avigdorliberman,evgenysova
0,zvihauser,ofir_sofer
1,btoporovsky,ofir_sofer
2,ram_ben_barak,ofir_sofer
3,asafzamir,ofir_sofer
4,haleviamit,ofir_sofer
5,arielkallner,ofir_sofer
6,mkorlyfroman,ofir_sofer
7,malkielim82,ofir_sofer
8,izhars7,ofir_sofer
9,gyevarkan,ofir_sofer
10,yossitaieb,ofir_sofer
11,abutbulm,ofir_sofer
12,bussouriel,ofir_sofer
13,omeryankelevitc,ofir_sofer
14,ettyatia,ofir_sofer
15,cotlerwunsh,ofir_sofer
16,tehilafriedman,ofir_sofer
17,yuliamalinovsky,ofir_sofer
18,shitrit_keti,ofir_sofer
19,yakmargi,ofir_sofer
20,yrazvozov,ofir_sofer
21,gabi_ashkenazi,ofir_sofer
22,nirbarkat,ofir_sofer
23,sbyifat,ofir_sofer
24,matankahana,ofir_sofer
25,shlomo_karhi,ofir_sofer
26,oded_forer,ofir_sofer
27,osnathilamark,ofir_sofer
28,gantzbe,ofir_sofer
29,ofirkatzmk,ofir_sofer
30,realrafiperets,ofir_sofer
31,golanmay,ofir_sofer
32,yoazhendel1,ofir_sofer
33,yuliedelstein,ofir_sofer
34,zoharm7,ofir_sofer
35,dudiamsalem,ofir_sofer
36,yoavkisch,ofir_sofer
37,regev_miri,ofir_sofer
38,ayelet__shaked,ofir_sofer
39,avigdorliberman,ofir_sofer
40,naftalibennett,ofir_sofer
41,netanyahu,ofir_sofer
42,bezalelsm,ofir_sofer
0,yoavkisch,bezalelsm
1,ayelet__shaked,bezalelsm
2,meravmichaeli,bezalelsm
3,naftalibennett,bezalelsm
4,regev_miri,bezalelsm
5,zvihauser,bezalelsm
0,yairgolan1,osamasaadi63
1,mnsorabbas,osamasaadi63
2,drjabareen,osamasaadi63
3,davidbitan,osamasaadi63
4,orly_levy,osamasaadi63
5,kelharrar,osamasaadi63
6,yuliedelstein,osamasaadi63
7,aidatuma,osamasaadi63
8,mkgilon,osamasaadi63
9,regev_miri,osamasaadi63
10,dudiamsalem,osamasaadi63
11,meravmichaeli,osamasaadi63
12,bezalelsm,osamasaadi63
13,tamarzandberg,osamasaadi63
14,ishmuli,osamasaadi63
15,ayelet__shaked,osamasaadi63
16,yairlapid,osamasaadi63
17,ahmad_tibi,osamasaadi63
18,ayodeh,osamasaadi63
0,bogie_yaalon,mnsorabbas
1,meravmichaeli,mnsorabbas
2,cotlerwunsh,mnsorabbas
3,dudiamsalem,mnsorabbas
4,yoazhendel1,mnsorabbas
5,zoharm7,mnsorabbas
6,gantzbe,mnsorabbas
7,avigdorliberman,mnsorabbas
8,nitzanhorowitz,mnsorabbas
9,naftalibennett,mnsorabbas
10,shahadehabou,mnsorabbas
11,waleedt68,mnsorabbas
12,bezalelsm,mnsorabbas
13,tamarzandberg,mnsorabbas
14,khatib_eman,mnsorabbas
15,mtanesshihadeh,mnsorabbas
16,hebayazbak,mnsorabbas
17,ayelet__shaked,mnsorabbas
18,ishmuli,mnsorabbas
19,aidatuma,mnsorabbas
20,ayodeh,mnsorabbas
21,ahmad_tibi,mnsorabbas
22,yairlapid,mnsorabbas
0,izhars7,ayodeh
1,malkielim82,ayodeh
2,omeryankelevitc,ayodeh
3,yorailahav,ayodeh
4,hebayazbak,ayodeh
5,abutbulm,ayodeh
6,mtanesshihadeh,ayodeh
7,zoharm7,ayodeh
8,bogie_yaalon,ayodeh
9,yairgolan1,ayodeh
10,asaqla,ayodeh
11,mksondos,ayodeh
12,ornabarb,ayodeh
13,gadeermreeh,ayodeh
14,ysegalovitz,ayodeh
15,matankahana,ayodeh
16,avigdorliberman,ayodeh
17,gabi_ashkenazi,ayodeh
18,gantzbe,ayodeh
19,saeedalkhrumi,ayodeh
20,orly_levy,ayodeh
21,ishmuli,ayodeh
22,yairlapid,ayodeh
23,ofercass,ayodeh
24,drjabareen,ayodeh
25,nitzanhorowitz,ayodeh
26,mkgilon,ayodeh
27,kelharrar,ayodeh
28,aidatuma,ayodeh
29,meravmichaeli,ayodeh
30,naftalibennett,ayodeh
31,netanyahu,ayodeh
32,tamarzandberg,ayodeh
33,ahmad_tibi,ayodeh
0,rutilande,ettyatia
1,kerenbarak,ettyatia
2,ishmuli,ettyatia
3,haleviamit,ettyatia
4,mkorlyfroman,ettyatia
5,yoavgallant,ettyatia
6,yairgolan1,ettyatia
7,ayoobkara,ettyatia
8,ofirakunis,ettyatia
9,avidichter,ettyatia
10,eitanginzburg,ettyatia
11,ofirkatzmk,ettyatia
12,gilagamliel,ettyatia
13,davidbitan,ettyatia
14,ofir_sofer,ettyatia
15,dayanuzi,ettyatia
16,aidatuma,ettyatia
17,zoharm7,ettyatia
18,sbyifat,ettyatia
19,ornabarb,ettyatia
20,dudiamsalem,ettyatia
21,yuliedelstein,ettyatia
22,idanroll,ettyatia
23,steinitz_yuval,ettyatia
24,osnathilamark,ettyatia
25,shitrit_keti,ettyatia
26,mkgilon,ettyatia
27,ayodeh,ettyatia
28,ahmad_tibi,ettyatia
29,yoazhendel1,ettyatia
30,golanmay,ettyatia
31,arielkallner,ettyatia
32,ayelet__shaked,ettyatia
33,naftalibennett,ettyatia
34,bezalelsm,ettyatia
35,yairlapid,ettyatia
36,mikihaimovich1,ettyatia
37,yoavkisch,ettyatia
38,shlomo_karhi,ettyatia
39,asafzamir,ettyatia
40,regev_miri,ettyatia
41,gantzbe,ettyatia
42,netanyahu,ettyatia
43,tamarzandberg,ettyatia
0,bogie_yaalon,aamarhamad
1,ofirakunis,aamarhamad
2,ayelet__shaked,aamarhamad
3,avigdorliberman,aamarhamad
4,ahmad_tibi,aamarhamad
5,yoazhendel1,aamarhamad
6,netanyahu,aamarhamad
0,mksondos,asaqla
1,netanyahu,asaqla
2,kerenbarak,asaqla
3,ram_ben_barak,asaqla
4,ornabarb,asaqla
5,gabi_ashkenazi,asaqla
6,mikihaimovich1,asaqla
7,hebayazbak,asaqla
8,mnsorabbas,asaqla
9,mtanesshihadeh,asaqla
10,meravmichaeli,asaqla
11,waleedt68,asaqla
12,yairgolan1,asaqla
13,asafzamir,asaqla
14,osamasaadi63,asaqla
15,sbyifat,asaqla
16,nirbarkat,asaqla
17,avidichter,asaqla
18,yoavkisch,asaqla
19,yoavgallant,asaqla
20,elicoh1,asaqla
21,dudiamsalem,asaqla
22,zoharm7,asaqla
23,regev_miri,asaqla
24,bezalelsm,asaqla
25,orly_levy,asaqla
26,saeedalkhrumi,asaqla
27,naftalibennett,asaqla
28,ishmuli,asaqla
29,ayelet__shaked,asaqla
30,avigdorliberman,asaqla
31,bogie_yaalon,asaqla
32,nitzanhorowitz,asaqla
33,zvihauser,asaqla
34,yoazhendel1,asaqla
35,shahadehabou,asaqla
36,ofercass,asaqla
37,gantzbe,asaqla
38,tamarzandberg,asaqla
39,aidatuma,asaqla
40,pnina_tamano_sh,asaqla
41,davidbitan,asaqla
42,mkgilon,asaqla
43,kelharrar,asaqla
44,ayodeh,asaqla
45,drjabareen,asaqla
46,yuliedelstein,asaqla
47,ahmad_tibi,asaqla
48,yairlapid,asaqla
0,ornabarb,oded_forer
1,ram_ben_barak,oded_forer
2,mkmickeylevy,oded_forer
3,mkmeircohen,oded_forer
4,pnina_tamano_sh,oded_forer
5,matankahana,oded_forer
6,realrafiperets,oded_forer
7,gabi_ashkenazi,oded_forer
8,yairgolan1,oded_forer
9,ettyatia,oded_forer
10,ofir_sofer,oded_forer
11,dayanuzi,oded_forer
12,idanroll,oded_forer
13,kerenbarak,oded_forer
14,ofirkatzmk,oded_forer
15,mkorlyfroman,oded_forer
16,kushnir_al,oded_forer
17,avidareli,oded_forer
18,eitanginzburg,oded_forer
19,yuliamalinovsky,oded_forer
20,zvihauser,oded_forer
21,yoazhendel1,oded_forer
22,israel_katz,oded_forer
23,ayoobkara,oded_forer
24,taliploskov,oded_forer
25,naftalibennett,oded_forer
26,tamarzandberg,oded_forer
27,meravmichaeli,oded_forer
28,mkgilon,oded_forer
29,kelharrar,oded_forer
30,yakmargi,oded_forer
31,vladimirbeliak,oded_forer
32,steinitz_yuval,oded_forer
33,gilagamliel,oded_forer
34,elazar_stern,oded_forer
35,ofirakunis,oded_forer
36,sbyifat,oded_forer
37,ayelet__shaked,oded_forer
38,yoavkisch,oded_forer
39,bezalelsm,oded_forer
40,yuliedelstein,oded_forer
41,regev_miri,oded_forer
42,yairlapid,oded_forer
43,ishmuli,oded_forer
44,dudiamsalem,oded_forer
45,zoharm7,oded_forer
46,davidbitan,oded_forer
47,elicoh1,oded_forer
48,bogie_yaalon,oded_forer
49,avidichter,oded_forer
50,netanyahu,oded_forer
51,avigdorliberman,oded_forer
0,cotlerwunsh,pindrosy
1,mikihaimovich1,pindrosy
2,avidareli,pindrosy
3,eitanginzburg,pindrosy
4,idanroll,pindrosy
5,gyevarkan,pindrosy
6,ettyatia,pindrosy
7,tehilafriedman,pindrosy
8,drjabareen,pindrosy
9,mnsorabbas,pindrosy
10,dayanuzi,pindrosy
11,golanmay,pindrosy
12,mkgilon,pindrosy
13,sbyifat,pindrosy
14,kelharrar,pindrosy
15,elazar_stern,pindrosy
16,zvihauser,pindrosy
17,aidatuma,pindrosy
18,ayodeh,pindrosy
19,yoazhendel1,pindrosy
20,yairgolan1,pindrosy
21,ornabarb,pindrosy
22,dudiamsalem,pindrosy
23,realrafiperets,pindrosy
24,gabi_ashkenazi,pindrosy
25,gantzbe,pindrosy
26,gilagamliel,pindrosy
27,yoavgallant,pindrosy
28,yuliedelstein,pindrosy
29,ishmuli,pindrosy
30,yoavkisch,pindrosy
31,bogie_yaalon,pindrosy
32,israel_katz,pindrosy
33,avigdorliberman,pindrosy
34,ayelet__shaked,pindrosy
35,davidbitan,pindrosy
36,meravmichaeli,pindrosy
37,tamarzandberg,pindrosy
38,zoharm7,pindrosy
39,orly_levy,pindrosy
40,netanyahu,pindrosy
41,nitzanhorowitz,pindrosy
42,bezalelsm,pindrosy
43,regev_miri,pindrosy
44,yairlapid,pindrosy
45,naftalibennett,pindrosy
0,asafzamir,taliploskov
1,idanroll,taliploskov
2,mkmeircohen,taliploskov
3,ysegalovitz,taliploskov
4,btoporovsky,taliploskov
5,mkorlyfroman,taliploskov
6,eitanginzburg,taliploskov
7,zvihauser,taliploskov
8,kerenbarak,taliploskov
9,ofirkatzmk,taliploskov
10,shitrit_keti,taliploskov
11,ornabarb,taliploskov
12,pnina_tamano_sh,taliploskov
13,gantzbe,taliploskov
14,dayanuzi,taliploskov
15,matankahana,taliploskov
16,mikihaimovich1,taliploskov
17,ettyatia,taliploskov
18,shlomo_karhi,taliploskov
19,tzachi_hanegbi,taliploskov
20,yoazhendel1,taliploskov
21,ayodeh,taliploskov
22,aidatuma,taliploskov
23,yoavgallant,taliploskov
24,steinitz_yuval,taliploskov
25,israel_katz,taliploskov
26,gilagamliel,taliploskov
27,ofirakunis,taliploskov
28,elazar_stern,taliploskov
29,ayelet__shaked,taliploskov
30,bezalelsm,taliploskov
31,oded_forer,taliploskov
32,ayoobkara,taliploskov
33,dudiamsalem,taliploskov
34,yoavkisch,taliploskov
35,yakmargi,taliploskov
36,mkgilon,taliploskov
37,zoharm7,taliploskov
38,kelharrar,taliploskov
39,orly_levy,taliploskov
40,mkmickeylevy,taliploskov
41,davidbitan,taliploskov
42,regev_miri,taliploskov
43,ishmuli,taliploskov
44,avigdorliberman,taliploskov
45,yuliedelstein,taliploskov
46,naftalibennett,taliploskov
47,bogie_yaalon,taliploskov
48,elicoh1,taliploskov
49,meravmichaeli,taliploskov
50,yairlapid,taliploskov
51,tamarzandberg,taliploskov
52,netanyahu,taliploskov
53,sbyifat,taliploskov
0,yoavgallant,mkorlyfroman
1,mkmickeylevy,mkorlyfroman
2,andreykozhinov,mkorlyfroman
3,ayodeh,mkorlyfroman
4,avigdorliberman,mkorlyfroman
5,naftalibennett,mkorlyfroman
6,bezalelsm,mkorlyfroman
7,realrafiperets,mkorlyfroman
8,cotlerwunsh,mkorlyfroman
9,mosheturpaz,mkorlyfroman
10,gadeermreeh,mkorlyfroman
11,oded_forer,mkorlyfroman
12,nitzanhorowitz,mkorlyfroman
13,yakmargi,mkorlyfroman
14,nirbarkat,mkorlyfroman
15,shitrit_keti,mkorlyfroman
16,yairgolan1,mkorlyfroman
17,yrazvozov,mkorlyfroman
18,avidareli,mkorlyfroman
19,dudiamsalem,mkorlyfroman
20,yuliedelstein,mkorlyfroman
21,regev_miri,mkorlyfroman
22,meravmichaeli,mkorlyfroman
23,ysegalovitz,mkorlyfroman
24,ofirkatzmk,mkorlyfroman
25,asafzamir,mkorlyfroman
26,omeryankelevitc,mkorlyfroman
27,yuliamalinovsky,mkorlyfroman
28,idanroll,mkorlyfroman
29,shlomo_karhi,mkorlyfroman
30,ofir_sofer,mkorlyfroman
31,elazar_stern,mkorlyfroman
32,yoavkisch,mkorlyfroman
33,ettyatia,mkorlyfroman
34,tamarzandberg,mkorlyfroman
35,yoazhendel1,mkorlyfroman
36,gilagamliel,mkorlyfroman
37,ayelet__shaked,mkorlyfroman
38,ishmuli,mkorlyfroman
39,yairlapid,mkorlyfroman
40,zvihauser,mkorlyfroman
41,kerenbarak,mkorlyfroman
42,mkgilon,mkorlyfroman
43,orly_levy,mkorlyfroman
44,israel_katz,mkorlyfroman
45,kelharrar,mkorlyfroman
46,eitanginzburg,mkorlyfroman
47,gabi_ashkenazi,mkorlyfroman
48,btoporovsky,mkorlyfroman
49,izhars7,mkorlyfroman
50,ornabarb,mkorlyfroman
51,mkmeircohen,mkorlyfroman
52,ram_ben_barak,mkorlyfroman
53,yorailahav,mkorlyfroman
54,osnathilamark,mkorlyfroman
55,pnina_tamano_sh,mkorlyfroman
56,mikihaimovich1,mkorlyfroman
57,gantzbe,mkorlyfroman
58,bogie_yaalon,mkorlyfroman
0,gadeermreeh,tehilafriedman
1,eitanginzburg,tehilafriedman
2,yossitaieb,tehilafriedman
3,cotlerwunsh,tehilafriedman
4,avigdorliberman,tehilafriedman
5,gantzbe,tehilafriedman
6,ishmuli,tehilafriedman
7,tamarzandberg,tehilafriedman
8,yoazhendel1,tehilafriedman
9,yuliedelstein,tehilafriedman
10,regev_miri,tehilafriedman
11,ayelet__shaked,tehilafriedman
12,bezalelsm,tehilafriedman
13,nitzanhorowitz,tehilafriedman
14,bogie_yaalon,tehilafriedman
15,meravmichaeli,tehilafriedman
16,elazar_stern,tehilafriedman
17,naftalibennett,tehilafriedman
18,yairlapid,tehilafriedman
19,mkgilon,tehilafriedman
20,kelharrar,tehilafriedman
21,netanyahu,tehilafriedman
22,dudiamsalem,tehilafriedman
23,orly_levy,tehilafriedman
24,ayodeh,tehilafriedman
0,zoharm7,realrafiperets
1,yoazhendel1,realrafiperets
2,bezalelsm,realrafiperets
3,netanyahu,realrafiperets
0,malkielim82,andreykozhinov
1,evgenysova,andreykozhinov
2,mkmeircohen,andreykozhinov
3,davidbitan,andreykozhinov
4,orly_levy,andreykozhinov
5,yuliedelstein,andreykozhinov
6,nitzanhorowitz,andreykozhinov
7,yorailahav,andreykozhinov
8,kushnir_al,andreykozhinov
9,yuliamalinovsky,andreykozhinov
10,ram_ben_barak,andreykozhinov
11,sbyifat,andreykozhinov
12,elazar_stern,andreykozhinov
13,pnina_tamano_sh,andreykozhinov
14,kelharrar,andreykozhinov
15,yoazhendel1,andreykozhinov
16,bogie_yaalon,andreykozhinov
17,regev_miri,andreykozhinov
18,zvihauser,andreykozhinov
19,oded_forer,andreykozhinov
20,gadeermreeh,andreykozhinov
21,idanroll,andreykozhinov
22,btoporovsky,andreykozhinov
23,mkmickeylevy,andreykozhinov
24,vladimirbeliak,andreykozhinov
25,netanyahu,andreykozhinov
26,meravmichaeli,andreykozhinov
27,ayelet__shaked,andreykozhinov
28,yairlapid,andreykozhinov
29,realrafiperets,andreykozhinov
30,bezalelsm,andreykozhinov
31,naftalibennett,andreykozhinov
32,avigdorliberman,andreykozhinov
33,ayodeh,andreykozhinov
34,gantzbe,andreykozhinov
35,gabi_ashkenazi,andreykozhinov
36,yrazvozov,andreykozhinov
37,ornabarb,andreykozhinov
38,mkorlyfroman,andreykozhinov
0,vladimirbeliak,kushnir_al
1,ofir_sofer,kushnir_al
2,yossitaieb,kushnir_al
3,cotlerwunsh,kushnir_al
4,abutbulm,kushnir_al
5,ettyatia,kushnir_al
6,shitrit_keti,kushnir_al
7,taliploskov,kushnir_al
8,kelharrar,kushnir_al
9,bussouriel,kushnir_al
10,idanroll,kushnir_al
11,yorailahav,kushnir_al
12,andreykozhinov,kushnir_al
13,evgenysova,kushnir_al
14,btoporovsky,kushnir_al
15,gadeermreeh,kushnir_al
16,yrazvozov,kushnir_al
17,mkmickeylevy,kushnir_al
18,matankahana,kushnir_al
19,ofirkatzmk,kushnir_al
20,shahadehabou,kushnir_al
21,gilagamliel,kushnir_al
22,omeryankelevitc,kushnir_al
23,ysegalovitz,kushnir_al
24,mkorlyfroman,kushnir_al
25,elazar_stern,kushnir_al
26,meravmichaeli,kushnir_al
27,dudiamsalem,kushnir_al
28,sbyifat,kushnir_al
29,yakmargi,kushnir_al
30,zoharm7,kushnir_al
31,ofirakunis,kushnir_al
32,steinitz_yuval,kushnir_al
33,elicoh1,kushnir_al
34,yisraeleichler,kushnir_al
35,avidichter,kushnir_al
36,orly_levy,kushnir_al
37,nirbarkat,kushnir_al
38,shlomo_karhi,kushnir_al
39,ram_ben_barak,kushnir_al
40,ornabarb,kushnir_al
41,pnina_tamano_sh,kushnir_al
42,kerenbarak,kushnir_al
43,ayodeh,kushnir_al
44,nitzanhorowitz,kushnir_al
45,mkmeircohen,kushnir_al
46,tzachi_hanegbi,kushnir_al
47,mikihaimovich1,kushnir_al
48,eitanginzburg,kushnir_al
49,yairgolan1,kushnir_al
50,gyevarkan,kushnir_al
51,israel_katz,kushnir_al
52,asafzamir,kushnir_al
53,realrafiperets,kushnir_al
54,naftalibennett,kushnir_al
55,zvihauser,kushnir_al
56,yoazhendel1,kushnir_al
57,ishmuli,kushnir_al
58,bogie_yaalon,kushnir_al
59,ahmad_tibi,kushnir_al
60,yoavkisch,kushnir_al
61,davidbitan,kushnir_al
62,tamarzandberg,kushnir_al
63,yuliedelstein,kushnir_al
64,gantzbe,kushnir_al
65,gabi_ashkenazi,kushnir_al
66,bezalelsm,kushnir_al
67,netanyahu,kushnir_al
68,avidareli,kushnir_al
69,yuliamalinovsky,kushnir_al
70,yoavgallant,kushnir_al
71,regev_miri,kushnir_al
72,yairlapid,kushnir_al
73,oded_forer,kushnir_al
74,ayelet__shaked,kushnir_al
75,avigdorliberman,kushnir_al
0,izhars7,yoavkisch
1,ornabarb,yoavkisch
2,gabi_ashkenazi,yoavkisch
3,avidareli,yoavkisch
4,yoavgallant,yoavkisch
5,matankahana,yoavkisch
6,aidatuma,yoavkisch
7,ettyatia,yoavkisch
8,realrafiperets,yoavkisch
9,yairgolan1,yoavkisch
10,bogie_yaalon,yoavkisch
11,gantzbe,yoavkisch
12,shlomo_karhi,yoavkisch
13,ayodeh,yoavkisch
14,meravmichaeli,yoavkisch
15,sbyifat,yoavkisch
16,davidbitan,yoavkisch
17,zoharm7,yoavkisch
18,ofirakunis,yoavkisch
19,yuliedelstein,yoavkisch
20,ahmad_tibi,yoavkisch
21,ishmuli,yoavkisch
22,dudiamsalem,yoavkisch
23,bezalelsm,yoavkisch
24,yairlapid,yoavkisch
25,gilagamliel,yoavkisch
26,regev_miri,yoavkisch
27,avigdorliberman,yoavkisch
28,ayelet__shaked,yoavkisch
29,yoazhendel1,yoavkisch
30,naftalibennett,yoavkisch
31,netanyahu,yoavkisch
0,sbyifat,arielkallner
1,oded_forer,arielkallner
2,steinitz_yuval,arielkallner
3,ofir_sofer,arielkallner
4,yorailahav,arielkallner
5,shlomo_karhi,arielkallner
6,omeryankelevitc,arielkallner
7,malkielim82,arielkallner
8,haleviamit,arielkallner
9,osnathilamark,arielkallner
10,matankahana,arielkallner
11,shitrit_keti,arielkallner
12,meravmichaeli,arielkallner
13,nitzanhorowitz,arielkallner
14,ayodeh,arielkallner
15,gabi_ashkenazi,arielkallner
16,yairgolan1,arielkallner
17,yuliedelstein,arielkallner
18,dayanuzi,arielkallner
19,ofirkatzmk,arielkallner
20,kelharrar,arielkallner
21,ishmuli,arielkallner
22,yakmargi,arielkallner
23,gilagamliel,arielkallner
24,tzachi_hanegbi,arielkallner
25,asafzamir,arielkallner
26,elicoh1,arielkallner
27,ayoobkara,arielkallner
28,zoharm7,arielkallner
29,dudiamsalem,arielkallner
30,ofirakunis,arielkallner
31,zvihauser,arielkallner
32,israel_katz,arielkallner
33,avidichter,arielkallner
34,golanmay,arielkallner
35,regev_miri,arielkallner
36,bezalelsm,arielkallner
37,yoazhendel1,arielkallner
38,avigdorliberman,arielkallner
39,netanyahu,arielkallner
40,yairlapid,arielkallner
41,naftalibennett,arielkallner
42,ayelet__shaked,arielkallner
43,davidbitan,arielkallner
44,yoavkisch,arielkallner
45,yoavgallant,arielkallner
46,gantzbe,arielkallner
47,bogie_yaalon,arielkallner
48,tamarzandberg,arielkallner
0,netanyahu,ayoobkara
0,ofir_sofer,shlomo_karhi
1,haleviamit,shlomo_karhi
2,dayanuzi,shlomo_karhi
3,bussouriel,shlomo_karhi
4,izhars7,shlomo_karhi
5,btoporovsky,shlomo_karhi
6,ettyatia,shlomo_karhi
7,ofirkatzmk,shlomo_karhi
8,elicoh1,shlomo_karhi
9,davidbitan,shlomo_karhi
10,zoharm7,shlomo_karhi
11,yoavkisch,shlomo_karhi
12,netanyahu,shlomo_karhi
0,netanyahu,regev_miri
0,aidatuma,idanroll
1,sbyifat,idanroll
2,gadeermreeh,idanroll
3,shitrit_keti,idanroll
4,ofirkatzmk,idanroll
5,oded_forer,idanroll
6,elazar_stern,idanroll
7,yrazvozov,idanroll
8,mkorlyfroman,idanroll
9,omeryankelevitc,idanroll
10,btoporovsky,idanroll
11,vladimirbeliak,idanroll
12,nirbarkat,idanroll
13,gabi_ashkenazi,idanroll
14,ysegalovitz,idanroll
15,kerenbarak,idanroll
16,mkmeircohen,idanroll
17,mikihaimovich1,idanroll
18,ornabarb,idanroll
19,ram_ben_barak,idanroll
20,mosheturpaz,idanroll
21,kelharrar,idanroll
22,pnina_tamano_sh,idanroll
23,nitzanhorowitz,idanroll
24,mkmickeylevy,idanroll
25,netanyahu,idanroll
26,avigdorliberman,idanroll
27,bogie_yaalon,idanroll
28,bezalelsm,idanroll
29,ishmuli,idanroll
30,yairlapid,idanroll
31,naftalibennett,idanroll
32,ayelet__shaked,idanroll
33,regev_miri,idanroll
34,meravmichaeli,idanroll
0,zvihauser,yael_ron
1,yoazhendel1,yael_ron
2,bogie_yaalon,yael_ron
3,gabi_ashkenazi,yael_ron
4,gantzbe,yael_ron
5,tamarzandberg,yael_ron
6,netanyahu,yael_ron
7,meravmichaeli,yael_ron
0,vladimirbeliak,yrazvozov
1,ahmad_tibi,yrazvozov
2,avidareli,yrazvozov
3,sbyifat,yrazvozov
4,yorailahav,yrazvozov
5,taliploskov,yrazvozov
6,izhars7,yrazvozov
7,naftalibennett,yrazvozov
8,yuliamalinovsky,yrazvozov
9,idanroll,yrazvozov
10,kelharrar,yrazvozov
11,andreykozhinov,yrazvozov
12,kushnir_al,yrazvozov
13,mkmeircohen,yrazvozov
14,zoharm7,yrazvozov
15,mkmickeylevy,yrazvozov
16,zvihauser,yrazvozov
17,yoazhendel1,yrazvozov
18,oded_forer,yrazvozov
19,btoporovsky,yrazvozov
20,gadeermreeh,yrazvozov
21,ysegalovitz,yrazvozov
22,ornabarb,yrazvozov
23,gabi_ashkenazi,yrazvozov
24,asafzamir,yrazvozov
25,ayelet__shaked,yrazvozov
26,regev_miri,yrazvozov
27,netanyahu,yrazvozov
28,bezalelsm,yrazvozov
29,avigdorliberman,yrazvozov
30,bogie_yaalon,yrazvozov
31,yairlapid,yrazvozov
32,gantzbe,yrazvozov
0,haleviamit,sbyifat
1,mikihaimovich1,sbyifat
2,mkgilon,sbyifat
3,ornabarb,sbyifat
4,gilagamliel,sbyifat
5,ayodeh,sbyifat
6,taliploskov,sbyifat
7,pnina_tamano_sh,sbyifat
8,yuliedelstein,sbyifat
9,nitzanhorowitz,sbyifat
10,elicoh1,sbyifat
11,elazar_stern,sbyifat
12,yoavgallant,sbyifat
13,yoazhendel1,sbyifat
14,kelharrar,sbyifat
15,bezalelsm,sbyifat
16,davidbitan,sbyifat
17,regev_miri,sbyifat
18,tamarzandberg,sbyifat
19,yairlapid,sbyifat
20,meravmichaeli,sbyifat
21,bogie_yaalon,sbyifat
22,ahmad_tibi,sbyifat
23,avigdorliberman,sbyifat
24,ayelet__shaked,sbyifat
25,naftalibennett,sbyifat
26,netanyahu,sbyifat
27,yoavkisch,sbyifat
28,dudiamsalem,sbyifat
0,malkielim82,mtanesshihadeh
1,ayodeh,mtanesshihadeh
2,shahadehabou,mtanesshihadeh
3,hebayazbak,mtanesshihadeh
4,gantzbe,mtanesshihadeh
5,yoavkisch,mtanesshihadeh
6,gilagamliel,mtanesshihadeh
7,aidatuma,mtanesshihadeh
8,ishmuli,mtanesshihadeh
9,yuliedelstein,mtanesshihadeh
10,nitzanhorowitz,mtanesshihadeh
11,meravmichaeli,mtanesshihadeh
12,bogie_yaalon,mtanesshihadeh
13,bezalelsm,mtanesshihadeh
14,regev_miri,mtanesshihadeh
